2328437.00,166211.00,0,17.00,41.00,166211.00,0
2328467.00,166212.00,0,11.00,38.00,166212.00,0
2328497.00,166301.00,0,3.00,37.00,166301.00,0
2328526.00,166302.00,0,16.00,57.00,166302.00,0
2328556.00,166303.00,0,3.00,30.00,166303.00,0
2328585.00,166304.00,0,11.00,45.00,166304.00,0
2328614.00,166305.00,0,18.00,39.00,166305.00,0
2328644.00,166306.00,0,1.00,26.00,166306.00,0
2328673.00,166307.00,0,9.00,15.00,166307.00,0
2328702.00,166308.00,0,19.00,7.00,166308.00,0
2328732.00,166309.00,0,7.00,37.00,166309.00,0
2328761.00,166310.00,0,22.00,58.00,166310.00,0
2328791.00,166311.00,0,16.00,51.00,166311.00,0
2328821.00,166312.00,0,12.00,20.00,166312.00,0
2328851.00,166401.00,0,7.00,46.00,166401.00,0
2328881.00,166402.00,0,1.00,20.00,166402.00,0
2328910.00,166403.00,0,15.00,44.00,166403.00,0
2328940.00,166404.00,0,2.00,52.00,166404.00,0
2328969.00,166405.00,0,11.00,28.00,166405.00,0
2328998.00,166406.00,0,18.00,41.00,166406.00,0
2329028.00,166406.00,1,1.00,38.00,166406.00,1
2329057.00,166407.00,0,9.00,12.00,166407.00,0
2329086.00,166408.00,0,18.00,11.00,166408.00,0
2329116.00,166409.00,0,5.00,17.00,166409.00,0
2329145.00,166410.00,0,19.00,8.00,166410.00,0
2329175.00,166411.00,0,11.00,58.00,166411.00,0
2329205.00,166412.00,0,7.00,3.00,166412.00,0
2329235.00,166501.00,0,2.00,38.00,166501.00,0
2329264.00,166502.00,0,20.00,41.00,166502.00,0
2329294.00,166503.00,0,11.00,56.00,166503.00,0
2329324.00,166504.00,0,0.00,17.00,166504.00,0
2329353.00,166505.00,0,10.00,16.00,166505.00,0
2329382.00,166506.00,0,18.00,40.00,166506.00,0
2329412.00,166507.00,0,2.00,17.00,166507.00,0
2329441.00,166508.00,0,9.00,56.00,166508.00,0
2329470.00,166509.00,0,18.00,28.00,166509.00,0
2329500.00,166510.00,0,4.00,45.00,166510.00,0
2329529.00,166511.00,0,17.00,33.00,166511.00,0
2329559.00,166512.00,0,8.00,59.00,166512.00,0
2329589.00,166601.00,0,2.00,23.00,166601.00,0
2329618.00,166602.00,0,20.00,30.00,166602.00,0
2329648.00,166603.00,0,14.00,0.00,166603.00,0
2329678.00,166604.00,0,5.00,58.00,166604.00,0
2329707.00,166605.00,0,19.00,57.00,166605.00,0
2329737.00,166606.00,0,7.00,47.00,166606.00,0
2329766.00,166607.00,0,17.00,44.00,166607.00,0
2329796.00,166608.00,0,2.00,26.00,166608.00,0
2329825.00,166609.00,0,10.00,46.00,166609.00,0
2329854.00,166610.00,0,19.00,44.00,166610.00,0
2329884.00,166611.00,0,6.00,5.00,166611.00,0
2329913.00,166612.00,0,18.00,6.00,166612.00,0
2329943.00,166701.00,0,7.00,40.00,166701.00,0
2329972.00,166702.00,0,22.00,28.00,166702.00,0
2330002.00,166703.00,0,14.00,12.00,166703.00,0
2330032.00,166704.00,0,6.00,29.00,166704.00,0
2330061.00,166704.00,1,22.00,39.00,166704.00,1
2330091.00,166705.00,0,13.00,50.00,166705.00,0
2330121.00,166706.00,0,3.00,21.00,166706.00,0
2330150.00,166707.00,0,15.00,7.00,166707.00,0
2330180.00,166708.00,0,1.00,38.00,166708.00,0
2330209.00,166709.00,0,11.00,42.00,166709.00,0
2330238.00,166710.00,0,21.00,58.00,166710.00,0
2330268.00,166711.00,0,8.00,43.00,166711.00,0
2330297.00,166712.00,0,19.00,51.00,166712.00,0
2330327.00,166801.00,0,7.00,23.00,166801.00,0
2330356.00,166802.00,0,19.00,37.00,166802.00,0
2330386.00,166803.00,0,8.00,56.00,166803.00,0
2330415.00,166804.00,0,23.00,27.00,166804.00,0
2330445.00,166805.00,0,14.00,45.00,166805.00,0
2330475.00,166806.00,0,6.00,6.00,166806.00,0
2330504.00,166807.00,0,20.00,52.00,166807.00,0
2330534.00,166808.00,0,10.00,49.00,166808.00,0
2330564.00,166809.00,0,0.00,1.00,166809.00,0
2330593.00,166810.00,0,12.00,33.00,166810.00,0
2330623.00,166811.00,0,0.00,22.00,166811.00,0
2330652.00,166812.00,0,11.00,26.00,166812.00,0
2330681.00,166901.00,0,21.00,49.00,166901.00,0
2330711.00,166902.00,0,7.00,55.00,166902.00,0
2330740.00,166903.00,0,18.00,17.00,166903.00,0
2330770.00,166904.00,0,5.00,25.00,166904.00,0
2330799.00,166905.00,0,17.00,38.00,166905.00,0
2330829.00,166906.00,0,7.00,2.00,166906.00,0
